Participants,Age,Sexe,isMusician,Modalite,Question,Item,Filename,Musician,Express,Social,Zoom,Intensity,Authenticity,Nostalgie,Tristesse,Joie,Transcendance,Tension,Emerveillement,Serenite,Tendresse,Pouvoir,Tete,Buste,BrasDroit,BrasGauche,Hanche,Jambes,Corps
sakzfgwg_1401352488,23,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,9,9,0,0,0,0,23,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,3,42,0,0,0,0,47,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,12,6,0,0,0,0,25,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,74,0,0,0,0,0,69,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,46,66,26,13,0,0,32,0,0,0,0,9,0,0,2,3,0,0
sqcqxtbz_1401357762,22,woman,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,55,49,50,42,11,32,0,19,19,27,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,65,70,49,38,24,36,0,33,20,73,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,67,63,31,40,12,52,0,44,12,77,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,54,74,11,19,15,36,0,41,17,72,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,69,70,8,17,17,52,0,26,17,41,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,34,40,5,12,20,10,0,21,12,34,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,64,82,6,30,10,45,0,59,5,19,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,46,40,4,9,7,17,0,22,13,38,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,78,83,4,10,5,45,0,44,32,75,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,46,24,6,10,0,11,0,15,0,30,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,59,82,7,14,23,41,0,31,27,57,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,25,28,6,7,6,17,0,16,0,11,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,67,88,6,17,6,34,0,25,39,68,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,14,27,4,11,7,12,0,14,0,5,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,47,36,5,8,5,7,0,11,0,20,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,57,85,6,15,15,39,0,35,25,49,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,75,64,9,21,13,48,0,50,13,62,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,67,84,22,11,8,48,0,46,10,27,8,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,45,46,10,14,9,18,0,19,0,12,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,0,19,7,6,6,8,0,3,0,4,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,17,0,10,5,3,13,0,6,0,16,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,21,29,13,5,4,12,0,3,0,12,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,71,79,14,11,19,65,0,55,0,12,6,7,4,0,6,1,0,5
stqzrqyp_1401350397,25,woman,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,85,73,74,96,23,55,31,29,55,62,28,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,75,81,69,87,20,58,27,15,53,53,22,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,79,74,51,60,25,52,29,22,57,54,30,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,89,36,53,88,11,45,21,15,75,69,47,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,79,68,81,91,7,44,37,13,40,36,44,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,68,54,54,0,3,42,22,28,57,52,33,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,82,79,68,81,14,51,35,22,37,44,18,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,84,69,78,71,11,43,52,25,29,27,45,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,74,68,82,75,24,45,37,28,56,45,35,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,56,66,62,65,24,39,29,17,52,61,12,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,11,4_1_1_1,St,met,abs,zoom1,46,51,48,47,46,46,13,46,62,71,46,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,67,60,70,80,34,31,37,12,42,57,20,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,62,51,60,82,26,29,67,13,21,28,15,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,67,71,71,74,20,28,34,17,55,52,28,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,70,71,65,72,6,8,9,15,54,49,24,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,63,66,73,79,22,40,33,27,60,56,40,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,74,85,77,90,17,36,64,24,14,38,53,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,69,62,72,80,27,35,38,15,58,51,35,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,68,74,71,85,21,37,66,23,42,25,43,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,79,86,62,82,17,30,45,16,51,54,66,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,73,82,72,96,14,35,75,21,30,39,60,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,58,73,65,69,9,19,81,26,26,40,46,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,50,76,71,66,12,26,61,17,40,18,38,2,0,3,4,0,0,8
stqzrqyp_1401350397,25,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,78,88,71,96,19,32,48,13,33,16,50,2,0,3,4,0,0,8
tjnwjfrq_1401352576,30,man,mus,2,2,1,2_1_2_1,Ca,met,nat,zoom1,51,47,83,1,16,0,0,0,0,36,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,11,15,0,0,0,0,0,0,87,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,48,23,76,0,0,0,30,0,0,0,77,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,4,4_2_2_1,St,conc,nat,zoom1,93,91,0,94,0,0,0,0,0,87,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,5,4_2_1_1,St,conc,abs,zoom1,94,88,34,54,0,0,0,0,98,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,6,1_1_2_1,As,met,nat,zoom1,61,0,0,0,0,0,82,0,0,0,72,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,47,28,92,56,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,8,3_1_2_2,He,met,nat,zoom2,13,17,17,0,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,9,4_3_2_1,St,emph,nat,zoom1,21,21,0,25,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,10,2_1_1_1,Ca,met,abs,zoom1,10,13,0,0,0,0,0,0,0,0,17,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,12,1_2_2_1,As,conc,nat,zoom1,33,55,0,0,0,0,0,22,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,13,1_3_1_1,As,emph,abs,zoom1,27,30,16,0,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,14,4_3_1_1,St,emph,abs,zoom1,17,18,0,0,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,15,1_1_1_1,As,met,abs,zoom1,79,82,0,0,45,0,0,83,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,16,1_3_2_1,As,emph,nat,zoom1,82,75,0,0,61,0,0,71,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,17,3_2_2_2,He,conc,nat,zoom2,78,70,61,0,0,0,0,0,74,57,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,21,26,0,0,18,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,19,3_3_2_1,He,emph,nat,zoom1,39,27,0,0,0,0,17,0,0,0,23,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,20,4_1_2_1,St,met,nat,zoom1,20,4,0,0,0,0,0,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,21,3_2_1_2,He,conc,abs,zoom2,71,70,0,0,0,0,0,0,0,100,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,22,1_2_1_1,As,conc,abs,zoom1,78,83,0,0,0,0,100,0,0,0,0,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,23,3_1_1_1,He,met,abs,zoom1,81,85,0,0,0,0,22,0,0,0,73,1,0,8,6,0,3,6
tjnwjfrq_1401352576,30,man,mus,2,2,24,3_3_1_2,He,emph,abs,zoom2,70,69,0,0,0,29,0,0,0,0,0,1,0,8,6,0,3,6
tvwiuhyj_1401353016,28,woman,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,42,68,40,64,17,32,21,39,46,33,0,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,51,65,28,39,16,23,44,30,18,25,52,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,38,56,36,47,20,31,31,23,14,22,33,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,38,62,16,24,19,38,49,50,35,53,45,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,37,59,56,46,27,44,29,64,49,41,25,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,58,67,24,68,25,49,62,30,21,39,53,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,76,80,67,17,38,31,60,63,47,50,45,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,35,59,43,35,40,28,22,37,46,39,31,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,68,71,24,22,21,38,55,17,59,21,41,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,39,29,17,35,23,20,14,9,23,15,10,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,53,55,29,52,15,23,29,22,14,21,31,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,47,74,57,69,25,45,58,27,18,25,42,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,60,71,24,14,30,66,55,52,27,19,49,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,38,45,13,36,24,23,36,27,42,17,23,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,41,55,55,23,33,47,18,44,54,34,42,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,65,81,52,70,55,63,56,66,26,58,45,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,41,56,54,46,32,37,61,39,22,30,63,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,46,46,50,29,35,28,25,17,13,31,24,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,45,71,53,27,38,46,26,41,55,38,46,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,42,57,26,17,37,50,17,34,47,55,31,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,60,72,53,44,27,37,57,46,28,40,48,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,64,74,48,71,26,55,63,44,24,34,49,3,0,9,7,0,9,5
tvwiuhyj_1401353016,28,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,76,86,55,47,17,35,67,55,15,41,27,3,0,9,7,0,9,5
ubecibgr_1401726187,23,man,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,23,19,38,31,0,27,31,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,47,61,45,25,0,0,27,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,40,44,28,22,0,0,23,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,47,26,32,24,0,15,25,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,36,35,32,17,0,0,17,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,27,14,28,20,0,0,13,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,39,55,30,23,0,15,27,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,37,12,28,24,0,10,21,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,40,54,31,26,0,0,21,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,30,11,20,13,0,1,8,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,11,4_1_1_1,St,met,abs,zoom1,18,11,12,13,0,0,9,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,22,27,19,15,0,0,7,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,36,53,27,19,0,0,15,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,32,51,22,13,0,0,11,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,25,15,24,20,0,0,13,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,32,39,28,22,0,0,16,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,41,46,27,24,0,0,12,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,59,66,28,22,0,0,28,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,47,32,30,25,0,0,19,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,27,21,26,18,0,0,12,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,27,41,22,19,0,0,12,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,24,22,20,17,0,0,8,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,30,16,33,24,0,0,19,0,0,0,0,2,0,0,3,0,8,3
ubecibgr_1401726187,23,man,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,50,55,38,25,0,0,17,0,0,0,0,2,0,0,3,0,8,3
vqgbldib_1401779754,31,man,mus,2,2,1,2_1_2_1,Ca,met,nat,zoom1,22,33,61,60,21,11,44,17,24,50,9,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,56,68,71,32,20,56,40,24,20,26,12,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,59,65,61,53,8,54,32,33,17,40,20,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,4,4_2_2_1,St,conc,nat,zoom1,32,36,51,69,13,23,36,14,26,24,24,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,5,4_2_1_1,St,conc,abs,zoom1,46,36,29,64,14,31,18,17,13,30,15,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,6,1_1_2_1,As,met,nat,zoom1,35,9,21,20,9,8,18,9,9,11,9,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,66,73,58,38,7,36,15,30,24,44,49,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,8,3_1_2_2,He,met,nat,zoom2,19,9,15,10,7,10,18,4,6,5,9,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,9,4_3_2_1,St,emph,nat,zoom1,37,40,27,14,8,30,14,21,18,9,12,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,10,2_1_1_1,Ca,met,abs,zoom1,32,16,21,13,10,11,5,9,9,10,8,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,11,4_1_1_1,St,met,abs,zoom1,19,34,17,13,5,5,4,4,5,3,4,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,12,1_2_2_1,As,conc,nat,zoom1,72,23,63,26,7,30,13,37,33,37,15,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,13,1_3_1_1,As,emph,abs,zoom1,15,18,15,6,5,7,7,6,7,17,9,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,14,4_3_1_1,St,emph,abs,zoom1,30,29,27,25,5,20,12,19,15,9,4,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,15,1_1_1_1,As,met,abs,zoom1,15,14,17,14,12,9,8,7,5,5,6,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,16,1_3_2_1,As,emph,nat,zoom1,30,24,11,7,7,5,5,5,6,5,6,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,17,3_2_2_2,He,conc,nat,zoom2,29,17,24,20,7,16,9,10,12,8,8,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,13,55,17,11,10,10,8,8,5,9,9,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,19,3_3_2_1,He,emph,nat,zoom1,34,14,22,21,9,10,6,7,6,6,10,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,20,4_1_2_1,St,met,nat,zoom1,10,9,5,6,5,5,4,5,4,4,5,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,21,3_2_1_2,He,conc,abs,zoom2,34,29,27,22,11,11,11,14,9,9,12,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,22,1_2_1_1,As,conc,abs,zoom1,20,20,20,14,10,7,6,7,9,7,7,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,23,3_1_1_1,He,met,abs,zoom1,19,24,21,15,12,11,12,11,6,8,11,2,0,3,2,0,7,6
vqgbldib_1401779754,31,man,mus,2,2,24,3_3_1_2,He,emph,abs,zoom2,27,49,32,24,5,13,16,13,12,10,11,2,0,3,2,0,7,6
wlmqexmy_1401356418,24,woman,mus,2,2,1,2_1_2_1,Ca,met,nat,zoom1,99,48,49,99,0,66,0,46,0,0,0,6,0,8,9,0,0,1
wlmqexmy_1401356418,24,woman,mus,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,49,97,72,48,0,21,0,0,0,9,2,6,0,8,9,0,0,1
wlmqexmy_1401356418,24,woman,mus,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,74,51,69,46,3,21,0,0,0,0,0,6,0,8,9,0,0,1
wlmqexmy_1401356418,24,woman,mus,2,2,4,4_2_2_1,St,conc,nat,zoom1,99,100,49,71,0,6,0,0,0,0,0,6,0,8,9,0,0,1
wlmqexmy_1401356418,24,woman,mus,2,2,5,4_2_1_1,St,conc,abs,zoom1,51,46,16,0,0,0,21,0,0,0,0,6,0,8,9,0,0,1
wlmqexmy_1401356418,24,woman,mus,2,2,6,1_1_2_1,As,met,nat,zoom1,79,75,19,43,0,15,33,2,0,0,0,6,0,8,9,0,0,1
